ID,Age,Gender,Age Group,Category,PC Group,Ascent,Descent,Finish,PC,Year_Overall_Place,Year_Gender_Place,Year_Age_Place,Year_Category_Place,Year_Overall%,Year_Gender%,Year_Age%,Year_Category%,Year,OverallPlace_CS_AT,GenderPlace_CS_AT,AgePlace_CS_AT,CategoryPlace_CS_AT,Overall%_CS_AT,Gender%_CS_AT,Age%_CS_AT,Category%_CS_AT
9910,29,F,20-29,F20-29,0.615,70.0166666666667,44.7466666666667,114.763333333333,0.610096139882076,36,11,15,6,0.357142857142857,0.592592592592593,0.347826086956522,0.5,2011,318,88,124,39,0.445993031358885,0.650793650793651,0.354166666666667,0.580645161290323
1912,25,F,20-29,F20-29,0.615,69.1666666666667,42.9366666666667,112.103333333333,0.616990276827927,37,9,12,4,0.55421686746988,0.75,0.333333333333333,0.6,2018,300,79,119,35,0.477351916376307,0.686507936507937,0.380208333333333,0.623655913978495
4266,28,F,20-29,F20-29,0.615,68.9666666666667,42.95,111.916666666667,0.616232315711095,35,11,8,1,0.485294117647059,0.694444444444444,0.428571428571429,0.857142857142857,2013,295,76,116,33,0.486062717770035,0.698412698412698,0.395833333333333,0.645161290322581
2773,24,F,20-29,F20-29,0.615,68.05,42.9916666666666,111.041666666667,0.612833020637899,34,10,14,5,0.392857142857143,0.62962962962963,0.391304347826087,0.583333333333333,2011,282,73,110,30,0.508710801393728,0.71031746031746,0.427083333333333,0.67741935483871
4415,24,F,20-29,F20-29,0.615,67.05,42.4733333333333,109.523333333333,0.612198313905713,40,11,9,4,0.574468085106383,0.738095238095238,0.4375,0.5,2019,269,69,107,29,0.531358885017422,0.726190476190476,0.442708333333333,0.688172043010753
3175,21,F,20-29,F20-29,0.615,64.35,40.4766666666667,104.826666666667,0.613870516408038,28,4,8,2,0.662650602409639,0.888888888888889,0.555555555555556,0.8,2018,218,43,96,21,0.620209059233449,0.829365079365079,0.5,0.774193548387097
4235,29,F,20-29,F20-29,0.615,62.9166666666667,39.5216666666667,102.438333333333,0.61419065128614,18,5,11,3,0.625,0.761904761904762,0.476190476190476,0.7,2008,186,27,85,15,0.67595818815331,0.892857142857143,0.557291666666667,0.838709677419355
9914,25,F,20-29,F20-29,0.615,61.3333333333333,38.35,99.6833333333333,0.615281725463969,20,2,7,1,0.615384615384615,0.882352941176471,0.5,0.833333333333333,2005,161,22,72,11,0.719512195121951,0.912698412698413,0.625,0.881720430107527
7104,26,F,20-29,F20-29,0.615,60.6333333333333,38.7333333333333,99.3666666666667,0.61019792016102,19,5,6,3,0.703125,0.84375,0.5,0.5,2016,158,21,70,10,0.724738675958188,0.916666666666667,0.635416666666667,0.89247311827957
7798,25,F,20-29,F20-29,0.615,58.7666666666667,36.4333333333333,95.2,0.617296918767507,18,4,9,3,0.804347826086957,0.911111111111111,0.590909090909091,0.666666666666667,2017,119,17,56,7,0.792682926829268,0.932539682539683,0.708333333333333,0.924731182795699
1664,25,F,20-29,F20-29,0.615,57.9,35.5333333333333,93.4333333333334,0.61969318587228,9,2,3,1,0.780487804878049,0.888888888888889,0.7,0.75,2007,102,13,47,5,0.822299651567944,0.948412698412698,0.755208333333333,0.946236559139785
4049,23,F,20-29,F20-29,0.615,51.9,33.0666666666667,84.9666666666667,0.610827775598274,5,1,3,1,0.945652173913043,0.977777777777778,0.863636363636364,0.888888888888889,2017,48,2,27,1,0.916376306620209,0.992063492063492,0.859375,0.989247311827957
7701,22,F,20-29,F20-29,0.625,66.4,40.1216666666667,106.521666666667,0.623347362821335,30,6,9,3,0.63855421686747,0.833333333333333,0.5,0.7,2018,236,53,101,25,0.588850174216028,0.78968253968254,0.473958333333333,0.731182795698925
5591,26,F,20-29,F20-29,0.625,69.1333333333333,42.15,111.283333333333,0.621237082522091,24,4,7,2,0.547169811320755,0.80952380952381,0.533333333333333,0.8,2002,287,74,112,31,0.5,0.706349206349206,0.416666666666667,0.666666666666667
4020,26,F,20-29,F20-29,0.625,63.4833333333333,38.15,101.633333333333,0.624631026566087,13,2,8,2,0.73469387755102,0.904761904761905,0.529411764705882,0.777777777777778,2003,178,25,83,14,0.689895470383275,0.900793650793651,0.567708333333333,0.849462365591398
6467,26,F,20-29,F20-29,0.625,62.15,36.5383333333333,98.6883333333333,0.629760356678432,24,3,6,1,0.710843373493976,0.916666666666667,0.666666666666667,0.9,2018,153,20,67,9,0.733449477351916,0.920634920634921,0.651041666666667,0.903225806451613
8707,28,F,20-29,F20-29,0.625,58.5,35.845,94.345,0.62006465631459,13,2,8,2,0.767857142857143,0.925925925925926,0.652173913043478,0.833333333333333,2011,110,15,52,6,0.808362369337979,0.94047619047619,0.729166666666667,0.935483870967742
3367,22,F,20-29,F20-29,0.635,67.6666666666667,38.8166666666666,106.483333333333,0.635467209265926,43,14,8,2,0.469135802469136,0.65,0.333333333333333,0.5,2014,235,52,100,24,0.590592334494774,0.793650793650794,0.479166666666667,0.741935483870968
2097,24,F,20-29,F20-29,0.635,82.5,47.6833333333333,130.183333333333,0.633721674561516,39,12,12,7,0.264150943396226,0.428571428571429,0.2,0.3,2002,447,163,163,69,0.221254355400697,0.353174603174603,0.151041666666667,0.258064516129032
2573,25,F,20-29,F20-29,0.635,66.4666666666667,38.5916666666666,105.058333333333,0.632664392797652,20,7,13,5,0.583333333333333,0.666666666666667,0.380952380952381,0.5,2008,222,45,97,22,0.613240418118467,0.821428571428571,0.494791666666667,0.763440860215054
4307,28,F,20-29,F20-29,0.635,66.0666666666667,37.8016666666666,103.868333333333,0.636061680653391,18,5,12,4,0.560975609756098,0.761904761904762,0.333333333333333,0.6,2010,204,34,91,17,0.644599303135889,0.865079365079365,0.526041666666667,0.817204301075269
9105,23,F,20-29,F20-29,0.645,77.4333333333333,43.5066666666667,120.94,0.640262389063447,51,19,15,7,0.385542168674699,0.472222222222222,0.166666666666667,0.3,2018,376,120,141,51,0.344947735191638,0.523809523809524,0.265625,0.451612903225806
6745,32,F,30-39,F30-39,0.565,87,66.945,153.945,0.565136899542044,88,38,36,15,0.0638297872340425,0.0714285714285714,0,0,2019,567,248,187,89,0.0121951219512195,0.0119047619047619,0.00531914893617021,0.0111111111111111
4610,35,F,30-39,F30-39,0.565,87.35,67.3383333333333,154.688333333333,0.564683826619116,55,27,12,5,0.0178571428571429,0,0,0,2011,570,251,188,90,0.00696864111498258,0.00396825396825397,0,0
8124,31,F,30-39,F30-39,0.565,72.7666666666667,56,128.766666666667,0.565104840797308,29,11,5,4,0.292682926829268,0.388888888888889,0.444444444444444,0.5,2007,439,157,147,55,0.235191637630662,0.376984126984127,0.218085106382979,0.388888888888889
9725,38,F,30-39,F30-39,0.575,88.2833333333333,65.3166666666667,153.6,0.574761284722222,50,19,14,7,0.0566037735849057,0.0952380952380952,0,0,2002,565,247,186,88,0.0156794425087108,0.0198412698412698,0.0106382978723404,0.0222222222222222
7537,38,F,30-39,F30-39,0.575,86,62.35,148.35,0.579710144927536,75,31,29,12,0.0963855421686747,0.138888888888889,0.0645161290322581,0.0769230769230769,2018,546,234,179,83,0.0487804878048781,0.0674603174603175,0.0425531914893617,0.0666666666666667
