ID,Age,Gender,Age_Group,Category,Ascent,Descent,Finish,PC,Year_Overall_Place,Year_Gender_Place,Year_Age_Place,Year_Category_Place,Year_Overall%,Year_Gender%,Year_Age%,Year_Category%,Year,AT_Place,AT_GenderPlace,AT_AgePlace,AT_CategoryPlace,AT_Overall%,AT_Gender% ,AT_Age%,AT_Category%,Personal Count,Personal Rank,Attempt#,Personal_Average,Distance_From_Average,Good/Poor,Good_PC_Avg,Poor_PC_Avg,Good_Ascent_Avg,Poor_Ascent_Avg,Good_Descent_Avg,Poor_Descent_Avg
5829,27,M,20-29,M20-29,68.9833333333333,47.07,116.053333333333,0.594410615808823,29,19,17,10,0.395833333333333,0.296296296296296,0.19047619047619,0.0909090909090909,2008,612,427,188,124,0.449144914491449,0.294214876033058,0.32129963898917,0.138888888888889,2,2,1,106.713333333333,9.33999999999999,Poor,0.60180747637957,0.594410615808823,58.6,68.9833333333333,38.7733333333334,47.07
5824,56,F,50-59,F50-59,83.6666666666667,53.7,137.366666666667,0.609075467119631,58,26,7,2,0.147058823529412,0.277777777777778,0.125,0.333333333333333,2013,907,361,111,37,0.183618361836184,0.286561264822134,0.283870967741935,0.463768115942029,3,1,2,143.911111111111,-6.54444444444445,Good,0.60432486695622,0.59439495980882,84.0833333333333,91.2,55.0666666666667,62.2333333333333
5824,57,F,50-59,F50-59,84.5,56.4333333333333,140.933333333333,0.59957426679281,78,40,12,5,0.037037037037037,0,0,0,2014,954,395,122,46,0.141314131413141,0.219367588932806,0.212903225806452,0.333333333333333,3,2,3,143.911111111111,-2.97777777777779,Good,0.60432486695622,0.59439495980882,84.0833333333333,91.2,55.0666666666667,62.2333333333333
5824,55,F,50-59,F50-59,91.2,62.2333333333333,153.433333333333,0.59439495980882,76,33,9,4,0.0379746835443038,0.0294117647058824,0.25,0.2,2012,1018,445,135,55,0.0837083708370837,0.120553359683794,0.129032258064516,0.202898550724638,3,3,1,143.911111111111,9.52222222222221,Poor,0.60432486695622,0.59439495980882,84.0833333333333,91.2,55.0666666666667,62.2333333333333
5783,48,M,40-49,M40-49,50.6666666666667,34.295,84.9616666666667,0.596347372344391,4,4,1,1,0.916666666666667,0.851851851851852,0.888888888888889,0.833333333333333,2008,98,96,22,22,0.911791179117912,0.841322314049587,0.915708812260536,0.848275862068966,2,1,2,88.5725,-3.61083333333332,Good,0.596347372344391,0.597721930934732,50.6666666666667,55.1,34.295,37.0833333333333
5783,47,M,40-49,M40-49,55.1,37.0833333333333,92.1833333333333,0.597721930934732,6,6,2,2,0.853658536585366,0.739130434782609,0.75,0.666666666666667,2007,191,170,42,41,0.828082808280828,0.71900826446281,0.839080459770115,0.717241379310345,2,2,1,88.5725,3.61083333333333,Poor,0.596347372344391,0.597721930934732,50.6666666666667,55.1,34.295,37.0833333333333
5766,57,M,50-59,M50-59,71.3333333333333,38.75,110.083333333333,0.647993943981832,47,33,4,4,0.405063291139241,0.266666666666667,0.666666666666667,0.428571428571429,2012,523,381,42,39,0.529252925292529,0.370247933884297,0.729032258064516,0.546511627906977,7,2,3,116.914523809524,-6.8311904761905,Good,0.641364744920752,0.630414912711489,70.8541666666667,79.0666666666667,39.6225,46.4316666666667
5766,56,M,50-59,M50-59,69.5833333333333,39.1033333333333,108.686666666667,0.64021959148623,30,21,1,1,0.464285714285714,0.275862068965517,0.8,0.666666666666667,2011,499,366,37,35,0.550855085508551,0.39504132231405,0.761290322580645,0.593023255813954,7,1,2,116.914523809524,-8.22785714285716,Good,0.641364744920752,0.630414912711489,70.8541666666667,79.0666666666667,39.6225,46.4316666666667
5766,55,M,50-59,M50-59,71.3333333333333,40.17,111.503333333333,0.639741711757496,24,16,2,2,0.414634146341463,0.2,0.6,0,2010,548,398,45,42,0.506750675067507,0.342148760330579,0.709677419354839,0.511627906976744,7,3,1,116.914523809524,-5.4111904761905,Good,0.641364744920752,0.630414912711489,70.8541666666667,79.0666666666667,39.6225,46.4316666666667
5766,59,M,50-59,M50-59,71.1666666666667,40.4666666666667,111.633333333333,0.63750373245745,48,32,7,7,0.407407407407407,0.219512195121951,0.416666666666667,0,2014,549,399,46,43,0.505850585058506,0.340495867768595,0.703225806451613,0.5,7,4,5,116.914523809524,-5.2811904761905,Good,0.641364744920752,0.630414912711489,70.8541666666667,79.0666666666667,39.6225,46.4316666666667
5766,58,M,50-59,M50-59,74.95,42.7,117.65,0.637059073523162,42,30,5,4,0.382352941176471,0.0625,0.375,0.2,2013,634,440,58,50,0.429342934293429,0.272727272727273,0.625806451612903,0.418604651162791,7,5,4,116.914523809524,0.735476190476177,Poor,0.641364744920752,0.630414912711489,70.8541666666667,79.0666666666667,39.6225,46.4316666666667
5766,62,M,60+,M60+,78.25,45.35,123.6,0.633090614886731,51,34,3,3,0.445652173913043,0.276595744680851,0.4,0.4,2017,725,479,15,15,0.347434743474347,0.208264462809917,0.727272727272727,0.693877551020408,7,6,6,116.914523809524,6.68547619047617,Poor,0.641364744920752,0.630414912711489,70.8541666666667,79.0666666666667,39.6225,46.4316666666667
5766,59,M,50-59,M50-59,84,51.245,135.245,0.621095049724574,75,47,7,3,0.202127659574468,0.0961538461538462,0.3,0.25,2019,884,538,106,72,0.204320432043204,0.110743801652893,0.316129032258064,0.162790697674419,7,7,7,116.914523809524,18.3304761904762,Poor,0.641364744920752,0.630414912711489,70.8541666666667,79.0666666666667,39.6225,46.4316666666667
5763,52,F,50-59,F50-59,77.05,51.3,128.35,0.600311647837943,28,10,7,2,0.317073170731707,0.444444444444444,0.3,0.333333333333333,2007,791,288,84,23,0.288028802880288,0.430830039525692,0.458064516129032,0.666666666666667,4,1,1,136.862083333333,-8.51208333333332,Good,0.600311647837943,0.597999941080907,77.05,83.5333333333333,51.3,56.1661111111111
5763,57,F,50-59,F50-59,84.35,53.3666666666666,137.716666666667,0.612489410625681,70,27,7,2,0.113924050632911,0.205882352941176,0.416666666666667,0.6,2012,911,363,112,38,0.18001800180018,0.280632411067194,0.27741935483871,0.449275362318841,4,2,4,136.862083333333,0.854583333333323,Poor,0.600311647837943,0.597999941080907,77.05,83.5333333333333,51.3,56.1661111111111
5763,56,F,50-59,F50-59,85.0833333333333,56.965,142.048333333333,0.598974527449577,51,23,5,2,0.0892857142857143,0.148148148148148,0,0,2011,963,404,125,49,0.133213321332133,0.201581027667984,0.193548387096774,0.289855072463768,4,4,3,136.862083333333,5.18625000000003,Poor,0.600311647837943,0.597999941080907,77.05,83.5333333333333,51.3,56.1661111111111
5763,55,F,50-59,F50-59,81.1666666666667,58.1666666666666,139.333333333333,0.582535885167464,40,20,5,3,0.024390243902439,0.0476190476190476,0,0,2010,938,385,118,43,0.155715571557156,0.239130434782609,0.238709677419355,0.376811594202899,4,3,2,136.862083333333,2.47125,Poor,0.600311647837943,0.597999941080907,77.05,83.5333333333333,51.3,56.1661111111111
5757,40,F,40-49,F40-49,77.5,44.45,121.95,0.635506355063551,57,22,12,5,0.296296296296296,0.45,0.368421052631579,0.5,2014,708,236,153,44,0.362736273627363,0.533596837944664,0.413793103448276,0.620689655172414,3,1,3,125.444444444444,-3.49444444444444,Good,0.635506355063551,0.618634763122056,77.5,78.675,44.45,48.5166666666667
5757,39,F,30-39,F30-39,78.7666666666667,47.05,125.816666666667,0.626043184527752,51,19,22,8,0.25,0.472222222222222,0.153846153846154,0.333333333333333,2013,762,269,259,101,0.314131413141314,0.466403162055336,0.226190476190476,0.392857142857143,3,2,2,125.444444444444,0.372222222222206,Poor,0.635506355063551,0.618634763122056,77.5,78.675,44.45,48.5166666666667
5757,38,F,30-39,F30-39,78.5833333333333,49.9833333333333,128.566666666667,0.61122634171636,63,22,23,10,0.20253164556962,0.352941176470588,0.148148148148148,0.285714285714286,2012,796,291,268,109,0.283528352835284,0.424901185770751,0.202380952380952,0.351190476190476,3,3,1,125.444444444444,3.12222222222221,Poor,0.635506355063551,0.618634763122056,77.5,78.675,44.45,48.5166666666667
5678,25,M,20-29,M20-29,57.6166666666667,35.8833333333333,93.5,0.616221033868093,13,10,6,4,0.858695652173913,0.787234042553192,0.727272727272727,0.692307692307692,2017,214,186,74,66,0.807380738073807,0.692561983471074,0.732851985559567,0.541666666666667,3,1,3,96.8555555555556,-3.35555555555555,Good,0.612757677002893,0.608746258729631,58.3083333333333,61.0166666666667,36.8583333333333,39.2166666666667
5678,24,M,20-29,M20-29,59,37.8333333333333,96.8333333333333,0.609294320137694,16,14,4,3,0.75,0.5625,0.666666666666667,0.5,2016,275,235,95,85,0.752475247524752,0.611570247933884,0.657039711191336,0.409722222222222,3,2,2,96.8555555555556,-0.0222222222222115,Good,0.612757677002893,0.608746258729631,58.3083333333333,61.0166666666667,36.8583333333333,39.2166666666667
5678,23,M,20-29,M20-29,61.0166666666667,39.2166666666667,100.233333333333,0.608746258729631,21,16,4,4,0.695652173913043,0.578947368421053,0.733333333333333,0.636363636363636,2015,331,275,113,96,0.702070207020702,0.545454545454545,0.592057761732852,0.333333333333333,3,3,1,96.8555555555556,3.37777777777778,Poor,0.612757677002893,0.608746258729631,58.3083333333333,61.0166666666667,36.8583333333333,39.2166666666667
5613,33,F,30-39,F30-39,81.5,58.2666666666667,139.766666666667,0.583114715001192,77,39,33,19,0.0493827160493827,0.025,0,0,2014,945,389,307,141,0.149414941494149,0.231225296442688,0.0863095238095238,0.160714285714286,2,1,2,140.875,-1.10833333333335,Good,0.583114715001192,0.579645498297922,81.5,82.3,58.2666666666667,59.6833333333334
5613,31,F,30-39,F30-39,82.3,59.6833333333334,141.983333333333,0.579645498297922,71,28,26,13,0.10126582278481,0.176470588235294,0.037037037037037,0.0714285714285714,2012,962,403,310,144,0.134113411341134,0.203557312252964,0.0773809523809524,0.142857142857143,2,2,1,140.875,1.10833333333335,Poor,0.583114715001192,0.579645498297922,81.5,82.3,58.2666666666667,59.6833333333334
5591,26,F,20-29,F20-29,69.1333333333333,42.15,111.283333333333,0.621237082522091,24,4,7,2,0.547169811320755,0.80952380952381,0.533333333333333,0.8,2002,542,149,170,52,0.512151215121512,0.705533596837945,0.386281588447653,0.609022556390977,2,1,1,115.275,-3.99166666666666,Good,0.621237082522091,0.636528787031861,69.1333333333333,75.9166666666667,42.15,43.35
5591,31,F,30-39,F30-39,75.9166666666667,43.35,119.266666666667,0.636528787031861,25,8,4,3,0.390243902439024,0.555555555555556,0.555555555555556,0.625,2007,664,212,227,81,0.402340234023402,0.58102766798419,0.324404761904762,0.517857142857143,2,2,2,115.275,3.99166666666666,Poor,0.621237082522091,0.636528787031861,69.1333333333333,75.9166666666667,42.15,43.35
5547,47,M,40-49,M40-49,63.6666666666667,42.3166666666667,105.983333333333,0.600723384179903,19,18,8,8,0.641509433962264,0.4375,0.384615384615385,0.272727272727273,2002,446,341,96,79,0.598559855985599,0.436363636363636,0.632183908045977,0.455172413793103,2,1,1,109.058333333333,-3.07500000000002,Good,0.600723384179903,0.612068965517241,63.6666666666667,68.6333333333333,42.3166666666667,43.5
5547,49,M,40-49,M40-49,68.6333333333333,43.5,112.133333333333,0.612068965517241,28,21,9,8,0.450980392156863,0.3,0.25,0.111111111111111,2004,566,406,121,94,0.490549054905491,0.328925619834711,0.53639846743295,0.351724137931034,2,2,2,109.058333333333,3.075,Poor,0.600723384179903,0.612068965517241,63.6666666666667,68.6333333333333,42.3166666666667,43.5
5393,35,M,30-39,M30-39,62.4333333333333,39.56,101.993333333333,0.61213151186352,27,24,14,12,0.674698795180723,0.48936170212766,0.548387096774194,0.333333333333333,2018,372,304,137,104,0.665166516651665,0.497520661157025,0.592261904761905,0.380952380952381,3,1,1,109.104277777778,-7.11094444444444,Good,0.609154888831258,0.604762113249545,63.7416666666667,71.3666666666667,40.9108333333334,46.6411666666666
5393,36,M,30-39,M30-39,65.05,42.2616666666667,107.311666666667,0.606178265798996,35,26,17,13,0.627659574468085,0.5,0.527777777777778,0.380952380952381,2019,472,354,165,116,0.575157515751575,0.414876033057851,0.508928571428571,0.30952380952381,3,2,2,109.104277777778,-1.7926111111111,Good,0.609154888831258,0.604762113249545,63.7416666666667,71.3666666666667,40.9108333333334,46.6411666666666
5393,37,M,30-39,M30-39,71.3666666666667,46.6411666666666,118.007833333333,0.604762113249545,41,29,17,13,0.474358974358974,0.30952380952381,0.291666666666667,0.0714285714285714,2020,642,444,220,144,0.422142214221422,0.266115702479339,0.345238095238095,0.142857142857143,3,3,3,109.104277777778,8.90355555555556,Poor,0.609154888831258,0.604762113249545,63.7416666666667,71.3666666666667,40.9108333333334,46.6411666666666
5385,24,M,20-29,M20-29,64.75,42.6166666666667,107.366666666667,0.603073579633654,30,22,7,7,0.558823529411765,0.3125,0.5,0,2013,475,356,156,112,0.572457245724572,0.411570247933884,0.436823104693141,0.222222222222222,3,1,2,121.466666666667,-14.1,Good,0.585565058368064,0.620582245118007,65.8666666666667,86.3333333333333,46.775,52.7833333333333
5385,23,M,20-29,M20-29,66.9833333333333,50.9333333333333,117.916666666667,0.568056537102474,56,38,18,11,0.291139240506329,0.155555555555556,0.0526315789473684,0,2012,638,442,197,129,0.425742574257426,0.269421487603306,0.288808664259928,0.104166666666667,3,2,1,121.466666666667,-3.55000000000001,Good,0.585565058368064,0.620582245118007,65.8666666666667,86.3333333333333,46.775,52.7833333333333
5385,25,M,20-29,M20-29,86.3333333333333,52.7833333333333,139.116666666667,0.620582245118007,75,38,11,8,0.0740740740740741,0.0731707317073171,0.0833333333333333,0,2014,934,553,249,138,0.159315931593159,0.0859504132231405,0.0974729241877256,0.0416666666666667,3,3,3,121.466666666667,17.65,Poor,0.585565058368064,0.620582245118007,65.8666666666667,86.3333333333333,46.775,52.7833333333333
5378,36,F,30-39,F30-39,64.0166666666667,40.5333333333333,104.55,0.612306711302407,31,5,9,2,0.66304347826087,0.888888888888889,0.709677419354839,0.894736842105263,2017,419,91,149,41,0.622862286228623,0.820158102766798,0.556547619047619,0.755952380952381,3,1,1,111.035611111111,-6.4856111111111,Good,0.616561795833546,0.601735177815891,65.9416666666667,71.7500000000001,40.9925,47.4884999999999
5378,37,F,30-39,F30-39,67.8666666666667,41.4516666666667,109.318333333333,0.620816880364684,33,7,16,3,0.602409638554217,0.805555555555556,0.483870967741935,0.769230769230769,2018,511,138,181,58,0.54005400540054,0.727272727272727,0.461309523809524,0.654761904761905,3,2,2,111.035611111111,-1.71727777777777,Good,0.616561795833546,0.601735177815891,65.9416666666667,71.7500000000001,40.9925,47.4884999999999
5378,39,F,30-39,F30-39,71.7500000000001,47.4884999999999,119.2385,0.601735177815891,44,14,18,5,0.435897435897436,0.611111111111111,0.25,0.5,2020,661,210,225,80,0.405040504050405,0.58498023715415,0.330357142857143,0.523809523809524,3,3,3,111.035611111111,8.20288888888889,Poor,0.616561795833546,0.601735177815891,65.9416666666667,71.7500000000001,40.9925,47.4884999999999
5377,29,M,20-29,M20-29,44.6666666666667,28.4333333333333,73.1,0.611035111719106,1,1,1,1,0.987654320987654,0.975609756097561,0.916666666666667,0.875,2014,11,11,9,9,0.99009900990099,0.981818181818182,0.967509025270758,0.9375,5,1,2,77.3132,-4.21320000000001,Good,0.605239345999505,0.594559496425292,44.6722222222222,49.05,29.1377777777778,33.518
5377,27,M,20-29,M20-29,45.35,29.2166666666667,74.5666666666667,0.60818059901654,4,4,4,4,0.949367088607595,0.911111111111111,0.789473684210526,0.636363636363636,2012,17,17,11,11,0.984698469846985,0.971900826446281,0.96028880866426,0.923611111111111,5,3,1,77.3132,-2.74653333333333,Good,0.605239345999505,0.594559496425292,44.6722222222222,49.05,29.1377777777778,33.518
5377,34,M,30-39,M30-39,44,29.7633333333333,73.7633333333333,0.596502327262868,1,1,1,1,0.98936170212766,0.980769230769231,0.972222222222222,0.952380952380952,2019,15,15,4,4,0.986498649864986,0.975206611570248,0.988095238095238,0.976190476190476,5,2,4,77.3132,-3.54986666666667,Good,0.605239345999505,0.594559496425292,44.6722222222222,49.05,29.1377777777778,33.518
5377,35,M,30-39,M30-39,48.3,31.1526666666667,79.4526666666667,0.607909111504543,6,6,2,2,0.923076923076923,0.857142857142857,0.916666666666667,0.857142857142857,2020,44,44,14,14,0.96039603960396,0.927272727272727,0.958333333333333,0.916666666666667,5,4,5,77.3132,2.13946666666665,Poor,0.605239345999505,0.594559496425292,44.6722222222222,49.05,29.1377777777778,33.518
5377,30,M,30-39,M30-39,49.8,35.8833333333333,85.6833333333333,0.581209881346041,6,6,2,2,0.91304347826087,0.842105263157895,0.875,0.75,2015,103,100,34,32,0.907290729072907,0.834710743801653,0.898809523809524,0.80952380952381,5,5,3,77.3132,8.37013333333333,Poor,0.605239345999505,0.594559496425292,44.6722222222222,49.05,29.1377777777778,33.518
5270,36,M,30-39,M30-39,66.0666666666667,41.42,107.486666666667,0.614649879054767,31,25,15,13,0.626506024096386,0.468085106382979,0.516129032258065,0.277777777777778,2018,478,359,169,119,0.56975697569757,0.406611570247934,0.49702380952381,0.291666666666667,3,1,2,119.910555555556,-12.4238888888889,Good,0.623044794720923,0.543211739409257,70.825,72,42.7683333333333,60.545
5270,35,M,30-39,M30-39,75.5833333333333,44.1166666666667,119.7,0.631439710387079,47,33,16,10,0.489130434782609,0.297872340425532,0.483870967741935,0.166666666666667,2017,676,459,231,148,0.391539153915392,0.241322314049587,0.3125,0.119047619047619,3,2,1,119.910555555556,-0.210555555555544,Good,0.623044794720923,0.543211739409257,70.825,72,42.7683333333333,60.545
5270,37,M,30-39,M30-39,72,60.545,132.545,0.543211739409257,71,46,32,21,0.24468085106383,0.115384615384615,0.111111111111111,0,2019,851,527,284,164,0.234023402340234,0.128925619834711,0.154761904761905,0.0238095238095238,3,3,3,119.910555555556,12.6344444444445,Poor,0.623044794720923,0.543211739409257,70.825,72,42.7683333333333,60.545
5233,30,M,30-39,M30-39,45.3333333333333,28.3666666666667,73.7,0.615106286748078,2,2,1,1,0.975308641975309,0.951219512195122,0.96969696969697,0.928571428571429,2014,14,14,3,3,0.987398739873987,0.976859504132231,0.991071428571429,0.982142857142857,9,1,3,81.1021296296296,-7.40212962962961,Good,0.605515930347953,0.61790978090537,47.2380952380952,56.7,30.7823809523809,35.1879166666667
5233,29,M,20-29,M20-29,47.8,30.4166666666667,78.2166666666667,0.611122949073088,3,3,2,2,0.955882352941177,0.90625,0.857142857142857,0.714285714285714,2013,34,34,20,20,0.969396939693969,0.943801652892562,0.927797833935018,0.861111111111111,9,4,2,81.1021296296296,-2.88546296296296,Good,0.605515930347953,0.61790978090537,47.2380952380952,56.7,30.7823809523809,35.1879166666667
5233,31,M,30-39,M30-39,46.5833333333333,30.5833333333333,77.1666666666667,0.603671706263499,1,1,1,1,0.985507246376812,0.973684210526316,0.9375,0.875,2015,27,27,9,9,0.975697569756976,0.955371900826446,0.973214285714286,0.946428571428571,9,3,4,81.1021296296296,-3.93546296296294,Good,0.605515930347953,0.61790978090537,47.2380952380952,56.7,30.7823809523809,35.1879166666667
5233,32,M,30-39,M30-39,45.9833333333333,30.6,76.5833333333333,0.600435255712731,1,1,1,1,0.984375,0.96875,0.956521739130435,0.933333333333333,2016,24,24,7,7,0.978397839783978,0.960330578512397,0.979166666666667,0.958333333333333,9,2,5,81.1021296296296,-4.51879629629629,Good,0.605515930347953,0.61790978090537,47.2380952380952,56.7,30.7823809523809,35.1879166666667
5233,27,M,20-29,M20-29,49.9833333333333,31.0833333333333,81.0666666666667,0.616570723684211,4,4,3,3,0.928571428571429,0.862068965517241,0.869565217391304,0.727272727272727,2011,60,60,26,26,0.945994599459946,0.900826446280992,0.906137184115523,0.819444444444444,9,7,1,81.1021296296296,-0.0354629629629528,Good,0.605515930347953,0.61790978090537,47.2380952380952,56.7,30.7823809523809,35.1879166666667
5233,34,M,30-39,M30-39,46.9833333333333,31.765,78.7483333333333,0.596626383627167,3,3,2,2,0.963855421686747,0.936170212765957,0.935483870967742,0.888888888888889,2018,38,38,12,12,0.965796579657966,0.937190082644628,0.964285714285714,0.928571428571429,9,5,7,81.1021296296296,-2.35379629629628,Good,0.605515930347953,0.61790978090537,47.2380952380952,56.7,30.7823809523809,35.1879166666667
5233,33,M,30-39,M30-39,56.1333333333333,31.85,87.9833333333333,0.637999621140368,7,6,3,3,0.923913043478261,0.872340425531915,0.903225806451613,0.75,2017,128,123,44,41,0.884788478847885,0.796694214876033,0.869047619047619,0.755952380952381,9,8,6,81.1021296296296,6.88120370370372,Poor,0.605515930347953,0.61790978090537,47.2380952380952,56.7,30.7823809523809,35.1879166666667
5233,35,M,30-39,M30-39,48,32.6616666666667,80.6616666666667,0.5950782073269,7,7,5,5,0.925531914893617,0.865384615384615,0.861111111111111,0.761904761904762,2019,56,56,23,23,0.94959495949595,0.907438016528926,0.931547619047619,0.863095238095238,9,6,8,81.1021296296296,-0.440462962962954,Good,0.605515930347953,0.61790978090537,47.2380952380952,56.7,30.7823809523809,35.1879166666667
5233,36,M,30-39,M30-39,57.2666666666667,38.5258333333333,95.7925,0.597819940670373,15,14,9,8,0.807692307692308,0.666666666666667,0.625,0.428571428571429,2020,251,214,101,79,0.774077407740774,0.646280991735537,0.699404761904762,0.529761904761905,9,9,9,81.1021296296296,14.6903703703704,Poor,0.605515930347953,0.61790978090537,47.2380952380952,56.7,30.7823809523809,35.1879166666667
5201,40,M,40-49,M40-49,50.5666666666667,31.4666666666667,82.0333333333333,0.616416091019911,3,3,1,1,0.956521739130435,0.921052631578947,0.941176470588235,0.875,2015,70,70,12,12,0.936993699369937,0.884297520661157,0.954022988505747,0.917241379310345,3,1,2,91.2411111111111,-9.20777777777778,Good,0.608204306073862,0.595156834064684,52.025,61.0333333333333,33.5616666666667,41.5166666666667
5201,43,M,40-49,M40-49,53.4833333333333,35.6566666666667,89.14,0.599992521127814,12,11,3,3,0.855421686746988,0.765957446808511,0.863636363636364,0.769230769230769,2018,148,140,32,31,0.866786678667867,0.768595041322314,0.877394636015326,0.786206896551724,3,2,3,91.2411111111111,-2.10111111111112,Good,0.608204306073862,0.595156834064684,52.025,61.0333333333333,33.5616666666667,41.5166666666667
5201,39,M,30-39,M30-39,61.0333333333333,41.5166666666667,102.55,0.595156834064684,34,26,17,10,0.580246913580247,0.365853658536585,0.484848484848485,0.285714285714286,2014,380,308,139,105,0.657965796579658,0.490909090909091,0.586309523809524,0.375,3,3,1,91.2411111111111,11.3088888888889,Poor,0.608204306073862,0.595156834064684,52.025,61.0333333333333,33.5616666666667,41.5166666666667
5199,39,M,30-39,M30-39,69.55,41.8966666666667,111.446666666667,0.624065322725369,35,25,9,7,0.375,0.137931034482759,0.25,0,2011,546,396,192,130,0.508550855085509,0.345454545454545,0.428571428571429,0.226190476190476,2,1,2,119.620833333333,-8.17416666666666,Good,0.624065322725369,0.608396259634571,69.55,77.75,41.8966666666667,50.045
5199,38,M,30-39,M30-39,77.75,50.045,127.795,0.608396259634571,34,18,10,7,0.170731707317073,0.1,0.0909090909090909,0,2010,783,502,265,159,0.295229522952295,0.170247933884298,0.211309523809524,0.0535714285714286,2,2,1,119.620833333333,8.17416666666666,Poor,0.624065322725369,0.608396259634571,69.55,77.75,41.8966666666667,50.045
5195,31,F,30-39,F30-39,49.9833333333333,32.25,82.2333333333333,0.607823267126064,5,1,3,1,0.939759036144578,0.972222222222222,0.903225806451613,0.923076923076923,2018,73,1,25,1,0.934293429342934,0.99802371541502,0.925595238095238,0.994047619047619,2,1,1,84.0375,-1.80416666666666,Good,0.607823267126064,0.594117076012038,49.9833333333333,51,32.25,34.8416666666667
5195,32,F,30-39,F30-39,51,34.8416666666667,85.8416666666667,0.594117076012038,11,1,6,1,0.882978723404255,0.976190476190476,0.833333333333333,0.933333333333333,2019,107,4,35,3,0.903690369036904,0.992094861660079,0.895833333333333,0.982142857142857,2,2,2,84.0375,1.80416666666667,Poor,0.607823267126064,0.594117076012038,49.9833333333333,51,32.25,34.8416666666667
5176,36,F,30-39,F30-39,71.3833333333333,45.15,116.533333333333,0.612557208237986,54,17,20,7,0.316455696202532,0.5,0.259259259259259,0.5,2012,619,190,215,76,0.442844284428443,0.624505928853755,0.360119047619048,0.547619047619048,6,1,1,134.738888888889,-18.2055555555555,Good,0.608634130053003,0.582746687043451,76.2708333333333,89.4083333333333,49.0875,64.0916666666667
5176,38,F,30-39,F30-39,75.6666666666667,47.5,123.166666666667,0.614343707713126,59,23,26,13,0.271604938271605,0.425,0.212121212121212,0.315789473684211,2014,719,242,246,92,0.352835283528353,0.521739130434783,0.267857142857143,0.452380952380952,6,2,2,134.738888888889,-11.5722222222222,Good,0.608634130053003,0.582746687043451,76.2708333333333,89.4083333333333,49.0875,64.0916666666667
5176,41,F,40-49,F40-49,78.7833333333333,51.0666666666667,129.85,0.606725709151585,60,23,12,4,0.347826086956522,0.488888888888889,0.454545454545455,0.6,2017,816,303,181,62,0.265526552655266,0.401185770750988,0.306513409961686,0.46551724137931,6,3,4,134.738888888889,-4.88888888888889,Good,0.608634130053003,0.582746687043451,76.2708333333333,89.4083333333333,49.0875,64.0916666666667
5176,40,F,40-49,F40-49,79.25,52.6333333333333,131.883333333333,0.600909895109314,45,17,9,5,0.296875,0.46875,0.4,0.375,2016,844,320,186,65,0.24032403240324,0.367588932806324,0.28735632183908,0.439655172413793,6,4,3,134.738888888889,-2.85555555555555,Good,0.608634130053003,0.582746687043451,76.2708333333333,89.4083333333333,49.0875,64.0916666666667
5176,42,F,40-49,F40-49,84.8166666666667,59.555,144.371666666667,0.587488311418445,72,29,18,6,0.132530120481928,0.194444444444444,0.181818181818182,0.333333333333333,2018,976,415,222,90,0.121512151215122,0.179841897233202,0.149425287356322,0.224137931034483,6,5,5,134.738888888889,9.63277777777779,Poor,0.608634130053003,0.582746687043451,76.2708333333333,89.4083333333333,49.0875,64.0916666666667
5176,43,F,40-49,F40-49,94,68.6283333333333,162.628333333333,0.578005062668457,93,42,25,12,0.0106382978723404,0,0,0,2019,1054,470,252,110,0.0513051305130513,0.0711462450592885,0.0344827586206897,0.0517241379310345,6,6,6,134.738888888889,27.8894444444445,Poor,0.608634130053003,0.582746687043451,76.2708333333333,89.4083333333333,49.0875,64.0916666666667
5113,14,M,U20,MU20,62.5666666666667,38.9333333333333,101.5,0.616420361247948,27,23,1,1,0.706521739130435,0.51063829787234,0,0,2017,358,294,8,5,0.677767776777678,0.51404958677686,0.703703703703704,0.615384615384615,2,1,1,104.631666666667,-3.13166666666667,Good,0.616420361247948,0.603328281109839,62.5666666666667,65.0166666666667,38.9333333333333,42.7466666666667
5113,16,M,U20,MU20,65.0166666666667,42.7466666666667,107.763333333333,0.603328281109839,36,27,3,3,0.617021276595745,0.461538461538462,0.25,0,2019,483,360,13,8,0.565256525652565,0.403305785123967,0.518518518518518,0.384615384615385,2,2,2,104.631666666667,3.13166666666667,Poor,0.616420361247948,0.603328281109839,62.5666666666667,65.0166666666667,38.9333333333333,42.7466666666667
4969,23,M,20-29,M20-29,44.1166666666667,29.45,73.5666666666667,0.599682827367467,3,3,3,3,0.962025316455696,0.933333333333333,0.842105263157895,0.727272727272727,2012,13,13,10,10,0.988298829882988,0.978512396694215,0.963898916967509,0.930555555555556,2,1,1,75.9158333333333,-2.34916666666665,Good,0.599682827367467,0.61031964053749,44.1166666666667,47.7666666666667,29.45,30.4983333333333
4969,29,M,20-29,M20-29,47.7666666666667,30.4983333333333,78.265,0.61031964053749,2,2,1,1,0.975903614457831,0.957446808510638,0.944444444444444,0.875,2018,35,35,21,21,0.968496849684969,0.942148760330578,0.924187725631769,0.854166666666667,2,2,2,75.9158333333333,2.34916666666666,Poor,0.599682827367467,0.61031964053749,44.1166666666667,47.7666666666667,29.45,30.4983333333333
