ID,Age,Gender,Age_Group,Category,Ascent,Descent,Finish,PC,Year_Overall_Place,Year_Gender_Place,Year_Age_Place,Year_Category_Place,Year_Overall%,Year_Gender%,Year_Age%,Year_Category%,Year,AT_Place,AT_GenderPlace,AT_AgePlace,AT_CategoryPlace,AT_Overall%,AT_Gender% ,AT_Age%,AT_Category%,Personal Count,Personal Rank,Attempt#,Personal_Average,Distance_From_Average,Good/Poor,Good_PC_Avg,Poor_PC_Avg,Good_Ascent_Avg,Poor_Ascent_Avg,Good_Descent_Avg,Poor_Descent_Avg
9895,31,F,30-39,F30-39,60.1333333333333,40.7833333333333,100.916666666667,0.595871180842279,15,2,3,2,0.705882352941177,0.904761904761905,0.75,0.75,2004,345,59,134,32,0.68946894689469,0.883399209486166,0.601190476190476,0.80952380952381,5,4,2,95.547,5.36966666666666,Poor,0.596958893351933,0.594060610354165,54.1833333333333,61.0166666666667,36.5838888888889,41.7
9895,30,F,30-39,F30-39,61.9,42.6166666666667,104.516666666667,0.59225003986605,15,3,3,1,0.693877551020408,0.857142857142857,0.625,0.833333333333333,2003,416,90,148,40,0.625562556255626,0.822134387351779,0.55952380952381,0.761904761904762,5,5,1,95.547,8.96966666666667,Poor,0.596958893351933,0.594060610354165,54.1833333333333,61.0166666666667,36.5838888888889,41.7
9795,37,M,30-39,M30-39,54.5833333333333,33.69,88.2733333333333,0.618344535911185,11,10,7,6,0.867469879518072,0.787234042553192,0.774193548387097,0.666666666666667,2018,135,128,48,43,0.878487848784879,0.788429752066116,0.857142857142857,0.744047619047619,3,1,3,90.7688888888889,-2.49555555555557,Good,0.612342190550506,0.600605413105413,54.7083333333333,56.2166666666667,34.645,37.3833333333333
9795,33,M,30-39,M30-39,54.8333333333333,35.6,90.4333333333333,0.606339845189827,14,14,5,5,0.827160493827161,0.658536585365854,0.848484848484849,0.642857142857143,2014,169,153,67,57,0.847884788478848,0.747107438016529,0.800595238095238,0.660714285714286,3,2,1,90.7688888888889,-0.335555555555558,Good,0.612342190550506,0.600605413105413,54.7083333333333,56.2166666666667,34.645,37.3833333333333
9795,34,M,30-39,M30-39,56.2166666666667,37.3833333333333,93.6,0.600605413105413,12,9,4,3,0.826086956521739,0.763157894736842,0.75,0.625,2015,217,188,87,69,0.804680468046805,0.689256198347107,0.741071428571429,0.589285714285714,3,3,2,90.7688888888889,2.83111111111111,Poor,0.612342190550506,0.600605413105413,54.7083333333333,56.2166666666667,34.645,37.3833333333333
9644,54,M,50-59,M50-59,63,40.2666666666667,103.266666666667,0.610071013557134,20,17,2,2,0.607843137254902,0.433333333333333,0.666666666666667,0.5,2004,395,318,22,21,0.644464446444645,0.474380165289256,0.858064516129032,0.755813953488372,4,2,3,104.458333333333,-1.19166666666666,Good,0.607554479812638,0.601262442145293,62.725,63.5333333333333,40.5166666666667,42.1416666666667
9644,52,M,50-59,M50-59,62.45,40.7666666666667,103.216666666667,0.605037946068141,17,17,2,2,0.679245283018868,0.46875,0.666666666666667,0.6,2002,392,315,20,19,0.647164716471647,0.479338842975207,0.870967741935484,0.779069767441861,4,1,1,104.458333333333,-1.24166666666669,Good,0.607554479812638,0.601262442145293,62.725,63.5333333333333,40.5166666666667,42.1416666666667
9644,53,M,50-59,M50-59,63.3166666666667,41.2166666666667,104.533333333333,0.605707908163265,16,13,2,2,0.673469387755102,0.535714285714286,0.714285714285714,0.666666666666667,2003,418,328,26,25,0.623762376237624,0.457851239669421,0.832258064516129,0.709302325581395,4,3,2,104.458333333333,0.0750000000000028,Poor,0.607554479812638,0.601262442145293,62.725,63.5333333333333,40.5166666666667,42.1416666666667
9644,55,M,50-59,M50-59,63.75,43.0666666666667,106.816666666667,0.596816976127321,25,20,1,1,0.519230769230769,0.428571428571429,0.916666666666667,0.875,2005,460,348,33,32,0.585958595859586,0.424793388429752,0.787096774193548,0.627906976744186,4,4,4,104.458333333333,2.35833333333332,Poor,0.607554479812638,0.601262442145293,62.725,63.5333333333333,40.5166666666667,42.1416666666667
9631,36,M,30-39,M30-39,80.5,51.15,131.65,0.611469806304595,40,30,10,6,0.230769230769231,0.142857142857143,0.0909090909090909,0,2005,840,524,279,163,0.243924392439244,0.133884297520661,0.169642857142857,0.0297619047619048,2,1,2,133.016666666667,-1.36666666666667,Good,0.611469806304595,0.590350985985365,80.5,79.3333333333333,51.15,55.05
9631,33,M,30-39,M30-39,79.3333333333333,55.05,134.383333333333,0.590350985985365,42,29,11,7,0.207547169811321,0.09375,0.214285714285714,0,2002,875,535,289,165,0.212421242124212,0.115702479338843,0.139880952380952,0.0178571428571429,2,2,1,133.016666666667,1.36666666666665,Poor,0.611469806304595,0.590350985985365,80.5,79.3333333333333,51.15,55.05
9597,26,F,20-29,F20-29,70.1666666666667,44.8666666666667,115.033333333333,0.609968125181107,30,6,10,4,0.423076923076923,0.647058823529412,0.285714285714286,0.333333333333333,2005,601,178,184,61,0.459045904590459,0.648221343873518,0.335740072202166,0.541353383458647,4,1,3,125.072916666667,-10.0395833333333,Good,0.609968125181107,0.56989423777249,70.1666666666667,73.1833333333333,44.8666666666667,55.2361111111111
9597,24,F,20-29,F20-29,72.4666666666667,54.3333333333333,126.8,0.571503680336488,29,11,14,7,0.408163265306122,0.476190476190476,0.176470588235294,0.222222222222222,2003,776,278,225,91,0.301530153015302,0.450592885375494,0.187725631768953,0.315789473684211,4,2,1,125.072916666667,1.72708333333334,Poor,0.609968125181107,0.56989423777249,70.1666666666667,73.1833333333333,44.8666666666667,55.2361111111111
9597,25,F,20-29,F20-29,73.9833333333333,54.9666666666667,128.95,0.57373659040972,40,14,9,3,0.215686274509804,0.333333333333333,0.25,0.5,2004,805,295,229,95,0.275427542754275,0.41699604743083,0.173285198555957,0.285714285714286,4,3,2,125.072916666667,3.87708333333333,Poor,0.609968125181107,0.56989423777249,70.1666666666667,73.1833333333333,44.8666666666667,55.2361111111111
9597,32,F,30-39,F30-39,73.1,56.4083333333333,129.508333333333,0.564442442571263,47,19,11,4,0.160714285714286,0.296296296296296,0.0833333333333333,0.2,2011,809,298,273,114,0.271827182718272,0.411067193675889,0.1875,0.321428571428571,4,4,4,125.072916666667,4.43541666666667,Poor,0.609968125181107,0.56989423777249,70.1666666666667,73.1833333333333,44.8666666666667,55.2361111111111
9575,37,F,30-39,F30-39,75.15,44.3116666666667,119.461666666667,0.629072087280439,48,17,24,7,0.421686746987952,0.527777777777778,0.225806451612903,0.461538461538462,2018,671,216,229,82,0.396039603960396,0.573122529644269,0.318452380952381,0.511904761904762,2,1,1,145.20675,-25.7450833333334,Good,0.629072087280439,0.523051814789936,75.15,89.4166666666668,44.3116666666667,81.5351666666666
9575,39,F,30-39,F30-39,89.4166666666668,81.5351666666666,170.951833333333,0.523051814789936,73,33,24,10,0.0641025641025641,0.0833333333333333,0,0,2020,1077,485,332,164,0.0306030603060306,0.041501976284585,0.0119047619047619,0.0238095238095238,2,2,2,145.20675,25.7450833333334,Poor,0.629072087280439,0.523051814789936,75.15,89.4166666666668,44.3116666666667,81.5351666666666
9509,37,F,30-39,F30-39,64.5,34.7166666666667,99.2166666666667,0.650092390391399,29,6,13,5,0.641975308641975,0.825,0.575757575757576,0.684210526315789,2014,312,50,125,28,0.719171917191719,0.899209486166008,0.625,0.827380952380952,4,1,4,103.435416666667,-4.21875,Good,0.622199516321053,0.58291979529491,62,62.4916666666667,37.6666666666667,44.7125
9509,27,F,20-29,F20-29,59.5,40.6166666666667,100.116666666667,0.594306642250708,13,4,5,2,0.682926829268293,0.777777777777778,0.5,0.5,2007,328,56,110,17,0.704770477047705,0.889328063241107,0.602888086642599,0.87218045112782,4,2,1,103.435416666667,-3.31874999999999,Good,0.622199516321053,0.58291979529491,62,62.4916666666667,37.6666666666667,44.7125
9509,33,F,30-39,F30-39,62.75,44.6,107.35,0.584536562645552,29,8,14,5,0.573529411764706,0.777777777777778,0.461538461538462,0.583333333333333,2013,473,119,166,50,0.574257425742574,0.764822134387352,0.50297619047619,0.702380952380952,4,4,3,103.435416666667,3.91458333333333,Poor,0.622199516321053,0.58291979529491,62,62.4916666666667,37.6666666666667,44.7125
9509,30,F,30-39,F30-39,62.2333333333333,44.825,107.058333333333,0.581303027944267,22,7,7,1,0.463414634146341,0.666666666666667,0.363636363636364,0.75,2010,464,116,160,49,0.582358235823582,0.770750988142292,0.523809523809524,0.708333333333333,4,3,2,103.435416666667,3.62291666666667,Poor,0.622199516321053,0.58291979529491,62,62.4916666666667,37.6666666666667,44.7125
9338,26,M,20-29,M20-29,51,31.7033333333333,82.7033333333333,0.616661964451251,6,5,2,2,0.927710843373494,0.893617021276596,0.888888888888889,0.75,2018,78,77,35,35,0.92979297929793,0.872727272727273,0.873646209386282,0.756944444444444,2,1,2,84.2183333333333,-1.515,Good,0.616661964451251,0.622083981337481,51,53.3333333333333,31.7033333333333,32.4
9338,22,M,20-29,M20-29,53.3333333333333,32.4,85.7333333333333,0.622083981337481,10,10,5,5,0.876543209876543,0.75609756097561,0.583333333333333,0.375,2014,104,101,44,43,0.906390639063906,0.833057851239669,0.84115523465704,0.701388888888889,2,2,1,84.2183333333333,1.51499999999999,Poor,0.616661964451251,0.622083981337481,51,53.3333333333333,31.7033333333333,32.4
9334,50,M,50-59,M50-59,63.8666666666666,41.1456666666667,105.012333333333,0.60818253094081,22,17,1,1,0.717948717948718,0.595238095238095,0.923076923076923,0.833333333333333,2020,431,334,29,28,0.612061206120612,0.447933884297521,0.812903225806452,0.674418604651163,2,1,2,137.097833333333,-32.0855,Good,0.60818253094081,0.533937543099202,63.8666666666666,90.3333333333333,41.1456666666667,78.85
9334,47,M,40-49,M40-49,90.3333333333333,78.85,169.183333333333,0.533937543099202,84,45,21,12,0.0869565217391304,0.0425531914893617,0.0454545454545455,0,2017,1073,590,257,144,0.0342034203420342,0.0247933884297521,0.0153256704980843,0.00689655172413793,2,2,1,137.097833333333,32.0855,Poor,0.60818253094081,0.533937543099202,63.8666666666666,90.3333333333333,41.1456666666667,78.85
9273,33,F,30-39,F30-39,85,56.4883333333333,141.488333333333,0.600756246098029,79,31,35,14,0.159574468085106,0.261904761904762,0.0277777777777778,0.0666666666666667,2019,958,399,309,143,0.137713771377138,0.211462450592885,0.0803571428571429,0.148809523809524,2,1,2,157.019166666667,-15.5308333333333,Good,0.600756246098029,0.583405776103545,85,100.666666666667,56.4883333333333,71.8833333333333
9273,31,F,30-39,F30-39,100.666666666667,71.8833333333333,172.55,0.583405776103545,87,41,30,18,0.0543478260869565,0.0888888888888889,0.032258064516129,0.0526315789473684,2017,1082,488,334,166,0.0261026102610261,0.0355731225296443,0.00595238095238095,0.0119047619047619,2,2,1,157.019166666667,15.5308333333333,Poor,0.600756246098029,0.583405776103545,85,100.666666666667,56.4883333333333,71.8833333333333
9249,19,F,U20,FU20,64.4666666666667,43.6833333333333,108.15,0.596085683464324,29,7,1,1,0.546875,0.78125,0.5,0.5,2016,489,127,14,6,0.55985598559856,0.74901185770751,0.481481481481481,0.571428571428571,2,1,1,109.699833333333,-1.54983333333334,Good,0.596085683464324,0.597005534098979,64.4666666666667,66.4166666666667,43.6833333333333,44.833
9249,23,F,20-29,F20-29,66.4166666666667,44.833,111.249666666667,0.597005534098979,31,9,9,5,0.602564102564103,0.75,0.470588235294118,0.444444444444444,2020,541,148,169,51,0.513051305130513,0.707509881422925,0.389891696750903,0.616541353383459,2,2,2,109.699833333333,1.54983333333334,Poor,0.596085683464324,0.597005534098979,64.4666666666667,66.4166666666667,43.6833333333333,44.833
